Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
112;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 6 ; 184.711 ; 660 ; 18.621.767 ; 1.025 ; 8.275.031 ; 13.376 ; 33.670.855 ; 15.067 ; 60.752.365 ; 1.516 ; 49.793.486 ; 219 ; 5.990.344 ; 1.735,0 ; 55.783.830 ; 16.802 ; 116.536.195 ;
113;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 105 ; 4.023.653 ; 1.300 ; 33.732.811 ; 551 ; 2.697.114 ; 3.289 ; 19.434.441 ; 5.245 ; 59.888.019 ; 2.489 ; 47.123.100 ; 28 ; 697.690 ; 2.517,0 ; 47.820.790 ; 7.762 ; 107.708.809 ;
114;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 23 ; 255.729 ; 745 ; 21.663.730 ; 548 ; 1.753.361 ; 2.554 ; 22.336.873 ; 3.870 ; 46.009.694 ; 1.781 ; 51.684.865 ; 212 ; 9.623.327 ; 1.993,0 ; 61.308.192 ; 5.863 ; 107.317.886 ;
115;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 59 ; 2.167.287 ; 10 ; 311.615 ; 707 ; 46.526.543 ; 776 ; 49.005.445 ; 1.865 ; 49.075.254 ; 17 ; 582.249 ; 1.882,0 ; 49.657.503 ; 2.658 ; 98.662.948 ;
116;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 1 ; 2.649 ; 1.284 ; 36.362.921 ; 56 ; 491.421 ; 2.999 ; 10.795.387 ; 4.340 ; 47.652.378 ; 1.637 ; 47.243.477 ; 41 ; 582.884 ; 1.678,0 ; 47.826.360 ; 6.018 ; 95.478.738 ;
117;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 45 ; 14.114.468 ; 26 ; 986.629 ; 120 ; 18.107.297 ; 76 ; 1.030.432 ; 267 ; 34.238.825 ; 17 ; 15.722.263 ; 48 ; 43.021.093 ; 65,0 ; 58.743.356 ; 332 ; 92.982.181 ;
118;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 518 ; 1.791.473 ; 890 ; 44.722.280 ; 1.408 ; 46.513.753 ; 641 ; 43.492.326 ; 14 ; 699.379 ; 655,0 ; 44.191.705 ; 2.063 ; 90.705.458 ;
119;33.042.151;BANCO DE LA NACION ARGENTINA; 35 ; 19.188.087 ; 54 ; 2.479.760 ; 2.273 ; 3.184.443 ; 585 ; 781.992 ; 2.947 ; 25.634.282 ; 29 ; 22.265.472 ; 54 ; 42.428.357 ; 83,0 ; 64.693.829 ; 3.030 ; 90.328.111 ;
120;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 778 ; 4.054.727 ; 2.418 ; 36.095.537 ; 3.196 ; 40.150.264 ; 1.883 ; 37.899.384 ; 82 ; 5.680.085 ; 1.965,0 ; 43.579.469 ; 5.161 ; 83.729.733 ;
121;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 1.320 ; 3.162.353 ; 4.603 ; 41.674.383 ; 5.923 ; 44.836.737 ; 2.516 ; 38.753.729 ; 16 ; 97.740 ; 2.532,0 ; 38.851.468 ; 8.455 ; 83.688.205 ;
122;04.902.979;BANCO DA AMAZONIA S.A.; 217 ; 25.343.167 ; 182 ; 11.892.996 ; 150 ; 3.657.809 ; 349 ; 3.315.733 ; 898 ; 44.209.706 ; 42 ; 12.852.945 ; 85 ; 26.607.415 ; 127,0 ; 39.460.360 ; 1.025 ; 83.670.066 ;
123;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 10 ; 297.696 ; 165 ; 3.975.138 ; 387 ; 2.381.892 ; 5.063 ; 36.702.210 ; 5.625 ; 43.356.936 ; 713 ; 38.595.022 ; 5 ; 329.738 ; 718,0 ; 38.924.760 ; 6.343 ; 82.281.696 ;
124;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 115 ; 25.626.308 ; 146 ; 5.109.369 ; 33 ; 7.361.750 ; 70 ; 6.093.265 ; 364 ; 44.190.692 ; 15 ; 7.628.318 ; 35 ; 27.335.664 ; 50,0 ; 34.963.982 ; 414 ; 79.154.674 ;
125;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 1.712 ; 14.697.274 ; 3.177 ; 34.370.260 ; 4.890 ; 49.074.934 ; 912 ; 21.322.791 ; 30 ; 1.578.620 ; 942,0 ; 22.901.411 ; 5.832 ; 71.976.345 ;
126;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 29 ; 259.477 ; 816 ; 573.126 ; 8.006 ; 22.428.527 ; 8.851 ; 23.261.131 ; 1.525 ; 34.550.114 ; 112 ; 12.375.154 ; 1.637,0 ; 46.925.268 ; 10.488 ; 70.186.399 ;
127;59.118.133;BANCO LUSO BRASILEIRO S.A.; 10 ; 2.574.265 ; 52 ; 3.720.445 ; 73 ; 20.911.962 ; 104 ; 8.221.224 ; 239 ; 35.427.896 ; 59 ; 10.825.096 ; 44 ; 22.320.336 ; 103,0 ; 33.145.432 ; 342 ; 68.573.328 ;
128;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 86 ; 2.446.315 ; 349 ; 7.515.748 ; 625 ; 1.568.059 ; 7.352 ; 17.987.297 ; 8.412 ; 29.517.419 ; 972 ; 23.092.237 ; 31 ; 1.406.771 ; 1.003,0 ; 24.499.008 ; 9.415 ; 54.016.427 ;
129;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 19 ; 14.060.000 ; 3 ; 76.917 ; 3 ; 35.252 ; 58 ; 13.974.841 ; 83 ; 28.147.010 ; 6 ; 12.743.944 ; 8 ; 12.242.830 ; 14,0 ; 24.986.774 ; 97 ; 53.133.784 ;
130;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 993 ; 2.597.187 ; 3.013 ; 24.928.118 ; 4.006 ; 27.525.305 ; 1.633 ; 23.722.875 ; 64 ; 1.306.800 ; 1.697,0 ; 25.029.675 ; 5.703 ; 52.554.980 ;
131;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;; 39 ; 634.606 ; 854 ; 2.654.708 ; 3.724 ; 21.139.043 ; 4.617 ; 24.428.358 ; 1.465 ; 19.615.645 ; 28 ; 345.089 ; 1.493,0 ; 19.960.734 ; 6.110 ; 44.389.092 ;
132;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 14 ; 21.985 ; 1.830 ; 1.195.082 ; 14.547 ; 20.856.260 ; 16.391 ; 22.073.327 ; 629 ; 20.218.520 ; 20 ; 396.815 ; 649,0 ; 20.615.335 ; 17.040 ; 42.688.661 ;
133;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 794 ; 1.905.559 ; 2.269 ; 21.049.325 ; 3.063 ; 22.954.884 ; 1.397 ; 19.225.572 ; 2 ; 50.000 ; 1.399,0 ; 19.275.572 ; 4.462 ; 42.230.456 ;
134;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 7 ; 259.725 ; 202 ; 2.277.749 ; 266 ; 3.352.215 ; 2.431 ; 17.261.087 ; 2.906 ; 23.150.776 ; 1.351 ; 17.032.477 ; 73 ; 1.089.880 ; 1.424,0 ; 18.122.357 ; 4.330 ; 41.273.133 ;
135;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 8 ; 213.559 ; 530 ; 947.356 ; 3.027 ; 19.179.022 ; 3.565 ; 20.339.937 ; 550 ; 18.510.812 ; 3 ; 45.001 ; 553,0 ; 18.555.813 ; 4.118 ; 38.895.751 ;
136;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 131 ; 128.224 ; 2.276 ; 17.011.238 ; 2.407 ; 17.139.462 ; 994 ; 17.303.799 ; 15 ; 398.423 ; 1.009,0 ; 17.702.222 ; 3.416 ; 34.841.684 ;
137;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 27 ; 475.806 ; 425 ; 11.484.425 ; 50 ; 355.380 ; 1.192 ; 5.164.624 ; 1.694 ; 17.480.235 ; 962 ; 16.323.305 ; 29 ; 513.252 ; 991,0 ; 16.836.557 ; 2.685 ; 34.316.792 ;
138;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 5.629 ; 2.304.791 ; 14.891 ; 16.641.349 ; 20.520 ; 18.946.140 ; 355 ; 14.975.863 ; 3 ; 187.867 ; 358,0 ; 15.163.730 ; 20.878 ; 34.109.869 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 6 ; 13.162 ; 3.457 ; 2.332.363 ; 8.983 ; 16.256.758 ; 12.446 ; 18.602.283 ; 247 ; 14.816.209 ;;; 247,0 ; 14.816.209 ; 12.693 ; 33.418.492 ;
140;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 622 ; 1.823.935 ; 1.961 ; 15.447.242 ; 2.583 ; 17.271.177 ; 641 ; 13.649.420 ; 2 ; 2.598 ; 643,0 ; 13.652.018 ; 3.226 ; 30.923.196 ;
141;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 133 ; 920.111 ; 45 ; 1.479.231 ; 648 ; 2.751.242 ; 4.141 ; 11.125.509 ; 4.967 ; 16.276.093 ; 686 ; 9.686.848 ; 18 ; 701.963 ; 704,0 ; 10.388.811 ; 5.671 ; 26.664.904 ;
142;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 2.684 ; 2.592.005 ; 2.049 ; 13.282.152 ; 4.733 ; 15.874.157 ; 573 ; 10.740.853 ;;; 573,0 ; 10.740.853 ; 5.306 ; 26.615.010 ;
143;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 5 ; 19.810 ; 76 ; 141.577 ; 4.568 ; 9.759.668 ; 4.649 ; 9.921.054 ; 717 ; 9.780.170 ; 11 ; 111.178 ; 728,0 ; 9.891.348 ; 5.377 ; 19.812.402 ;
144;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 7 ; 12.610 ; 1.003 ; 8.191.419 ; 1.011 ; 8.214.085 ; 915 ; 8.278.213 ; 3 ; 92.042 ; 918,0 ; 8.370.256 ; 1.929 ; 16.584.341 ;
145;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 811 ; 620.563 ; 5.179 ; 8.172.057 ; 5.990 ; 8.792.620 ; 1.154 ; 7.567.897 ;;; 1.154,0 ; 7.567.897 ; 7.144 ; 16.360.517 ;
146;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 355 ; 215.490 ; 2.523 ; 7.094.784 ; 2.878 ; 7.310.275 ; 427 ; 6.988.094 ; 3 ; 370 ; 430,0 ; 6.988.464 ; 3.308 ; 14.298.739 ;
147;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;; 4 ; 16.071 ; 2.459 ; 2.214.417 ; 4.957 ; 7.134.372 ; 7.420 ; 9.364.860 ; 422 ; 4.932.978 ;;; 422,0 ; 4.932.978 ; 7.842 ; 14.297.838 ;
148;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 270 ; 470.072 ; 3.000 ; 7.018.747 ; 3.270 ; 7.488.819 ; 455 ; 6.542.168 ;;; 455,0 ; 6.542.168 ; 3.725 ; 14.030.987 ;
149;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 507 ; 797.845 ; 1.040 ; 6.629.711 ; 1.547 ; 7.427.555 ; 590 ; 5.820.951 ;;; 590,0 ; 5.820.951 ; 2.137 ; 13.248.507 ;
150;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 14.945 ; 329 ; 4.843.346 ; 25 ; 869.034 ; 208 ; 897.357 ; 563 ; 6.624.681 ; 399 ; 5.543.091 ; 16 ; 687.674 ; 415,0 ; 6.230.766 ; 978 ; 12.855.447 ;
151;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 102 ; 214.759 ; 2.082 ; 6.059.018 ; 2.184 ; 6.273.777 ; 462 ; 6.037.358 ; 13 ; 132.392 ; 475,0 ; 6.169.749 ; 2.659 ; 12.443.526 ;
152;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 79 ; 2.199.953 ; 14 ; 204.062 ; 354 ; 3.419.498 ; 447 ; 5.823.513 ; 243 ; 5.804.301 ; 10 ; 177.717 ; 253,0 ; 5.982.018 ; 700 ; 11.805.531 ;
153;14.388.334;PARANµ BANCO S.A.; 6 ; 5.205.000 ;;; 1 ; 665 ; 12 ; 13.351 ; 19 ; 5.219.016 ; 2 ; 350.000 ; 6 ; 5.220.000 ; 8,0 ; 5.570.000 ; 27 ; 10.789.016 ;
154;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 259 ; 128.970 ; 5.928 ; 5.233.089 ; 6.187 ; 5.362.059 ; 638 ; 5.155.393 ;;; 638,0 ; 5.155.393 ; 6.825 ; 10.517.452 ;
155;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 9 ; 193.613 ; 10 ; 193.764 ; 1 ; 9.000.000 ; 2 ; 1.250.000 ; 3,0 ; 10.250.000 ; 13 ; 10.443.764 ;
156;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 1 ; 1.830 ; 244 ; 4.945.632 ; 245 ; 4.947.462 ; 147 ; 4.945.632 ; 1 ; 1.830 ; 148,0 ; 4.947.462 ; 393 ; 9.894.923 ;
157;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 9 ; 3.045.752 ; 26 ; 2.640.628 ; 35 ; 5.686.380 ; 1 ; 500.000 ; 2 ; 3.044.065 ; 3,0 ; 3.544.065 ; 38 ; 9.230.444 ;
158;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO; 2 ; 1.340.539 ;;; 9 ; 4.165.169 ; 14 ; 80.215 ; 25 ; 5.585.923 ;;; 5 ; 3.600.000 ; 5,0 ; 3.600.000 ; 30 ; 9.185.923 ;
159;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 1.596 ; 1.065.223 ; 4.676 ; 4.211.005 ; 6.272 ; 5.276.228 ; 161 ; 3.179.998 ;;; 161,0 ; 3.179.998 ; 6.433 ; 8.456.226 ;
160;33.124.959;BANCO RURAL S.A.;;;;; 6 ; 195.050 ; 23 ; 6.735.310 ; 29 ; 6.930.359 ; 21 ; 457.460 ; 22 ; 477.966 ; 43,0 ; 935.426 ; 72 ; 7.865.785 ;
161;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 40.990 ; 60 ; 775.363 ; 15 ; 144.206 ; 318 ; 2.533.104 ; 395 ; 3.493.663 ; 306 ; 3.147.256 ; 2 ; 27.830 ; 308,0 ; 3.175.086 ; 703 ; 6.668.749 ;
162;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 127 ; 154.679 ; 1.041 ; 2.783.047 ; 1.168 ; 2.937.726 ; 329 ; 2.618.284 ; 5 ; 1.226 ; 334,0 ; 2.619.510 ; 1.502 ; 5.557.236 ;
163;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 1 ; 7.639 ; 300 ; 667.654 ; 37 ; 2.102.575 ; 338 ; 2.777.868 ; 3 ; 2.000.000 ; 2 ; 500.000 ; 5,0 ; 2.500.000 ; 343 ; 5.277.868 ;
164;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.; 2 ; 18.952 ; 9 ; 99.160 ; 193 ; 470.706 ; 1.257 ; 2.126.035 ; 1.461 ; 2.714.854 ; 513 ; 1.960.775 ; 36 ; 210.488 ; 549,0 ; 2.171.263 ; 2.010 ; 4.886.117 ;
165;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 235 ; 259.900 ; 537 ; 2.339.231 ; 772 ; 2.599.131 ; 324 ; 2.104.703 ; 5 ; 2.799 ; 329,0 ; 2.107.502 ; 1.101 ; 4.706.633 ;
166;71.677.850;FRENTE CORRETORA DE C∂MBIO LTDA.;;;;; 148 ; 813.090 ; 270 ; 1.892.275 ; 418 ; 2.705.365 ; 77 ; 1.199.299 ;;; 77,0 ; 1.199.299 ; 495 ; 3.904.664 ;
167;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 2.036 ; 1.141.112 ; 2.089 ; 1.586.041 ; 4.125 ; 2.727.152 ; 37 ; 455.035 ; 2 ; 21.922 ; 39,0 ; 476.957 ; 4.164 ; 3.204.109 ;
168;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 21 ; 101.275 ;;; 105 ; 53.898 ; 399 ; 1.443.167 ; 525 ; 1.598.341 ; 11 ; 1.473.533 ; 1 ; 553 ; 12,0 ; 1.474.086 ; 537 ; 3.072.427 ;
169;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 118 ; 266.796 ; 295 ; 1.499.123 ; 413 ; 1.765.919 ; 78 ; 1.243.480 ;;; 78,0 ; 1.243.480 ; 491 ; 3.009.399 ;
170;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA;;; 10 ; 552.053 ; 1 ; 31.217 ; 71 ; 390.893 ; 82 ; 974.163 ; 23 ; 1.043.121 ; 1 ; 31.217 ; 24,0 ; 1.074.338 ; 106 ; 2.048.501 ;
171;34.666.362;MONOP‡LIO CORRETORA DE C∂MBIO LTDA.;;;;; 215 ; 226.166 ; 383 ; 876.653 ; 598 ; 1.102.819 ; 49 ; 709.078 ; 1 ; 4.517 ; 50,0 ; 713.594 ; 648 ; 1.816.413 ;
172;62.280.490;DIBRAN DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 3 ; 30.128 ;;; 146 ; 702.029 ; 149 ; 732.157 ; 113 ; 735.714 ;;; 113,0 ; 735.714 ; 262 ; 1.467.870 ;
173;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 42 ; 35.398 ; 202 ; 396.130 ; 244 ; 431.529 ; 32 ; 358.215 ;;; 32,0 ; 358.215 ; 276 ; 789.744 ;
174;04.866.275;BANCO STANDARD DE INVESTIMENTOS S.A.;;;;; 2 ; 10 ; 5 ; 991 ; 7 ; 1.001 ;;; 1 ; 446.966 ; 1,0 ; 446.966 ; 8 ; 447.967 ;
175;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;;;; 23 ; 68.617 ; 23 ; 68.617 ; 26 ; 135.987 ;;; 26,0 ; 135.987 ; 49 ; 204.603 ;
176;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 13 ; 7.241 ; 24 ; 32.268 ; 37 ; 39.509 ; 1 ; 40.000 ;;; 1,0 ; 40.000 ; 38 ; 79.509 ;
177;18.520.834;UBS BRASIL BANCO DE INVESTIMENTO S.A.;;;;;;; 1 ; 34.908 ; 1 ; 34.908 ; 1 ; 34.908 ;;; 1,0 ; 34.908 ; 2 ; 69.815 ;
178;40.161.713;POSITIVA CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;;;; 15 ; 34.568 ; 15 ; 34.568 ; 8 ; 34.368 ;;; 8,0 ; 34.368 ; 23 ; 68.935 ;
179;33.042.953;CITIBANK N.A.;;;;; 7 ; 2.583 ; 21 ; 29.139 ; 28 ; 31.723 ;;;;; -   ; -   ; 28 ; 31.723 ;
180;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 14 ; 16.108 ; 14 ; 16.108 ;;;;; -   ; -   ; 14 ; 16.108 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 243.164 ; 136.865.946.533 ; 773.315 ; 130.453.198.333 ; 1.077.848 ; 285.641.567.306 ; 1.846.371 ; 290.716.658.128 ; 3.940.698 ; 843.677.370.301 ; 273.739 ; 448.149.922.145 ; 273.739 ; 448.187.867.351 ; 547.478 ; 896.337.789.497 ; 4.488.176 ; 1.740.015.159.798 ;
"Fonte: Sistema CÉmbio; Dados extra°dos em: 08.08.2014";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbanc†rio incluem os registros de contratos de Arbitragens no Pa°s (conta-fato 80), no Exterior (conta-fato 83) e Operaá‰es com o BC ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
